Frequence,Quantite,Montant
10,2365,4154.64
5,1540,2298.97
3,970,922.12
2,219,379.73
12,4600,5719.82
3,402,837.1
2,175,285.89
7,1890,3313.79
2,111,281.85
20,5377,8338.49
2,504,841.41
2,244,511.12
1,486,1077.74
1,46,173.7
5,362,614.66
2,996,865.6
1,93,124.2
10,2112,3738.4
3,1239,1421.69
3,532,1009.6
2,360,663.61
1,416,451.44
1,134,105.84
1,164,313.62
1,111,233.45
2,646,936.08
1,95,463.95
1,71,225.15
3,368,459.24
1,41,213.5
16,2927,4113.68
3,116,330.03
1,64,181.09
1,335,360.16
2,97,250.15
1,184,90.04
1,73,145.04999999999998
6,1145,813.52
1,131,243.63
1,336,528.08
2,480,482.47
14,2859,3347.71
7,2420,5493.46
1,66,75.66
1,47,129.49
4,506,1187.66
1,293,618.59
1,223,506.19
2,370,500.42
1,91,151.85
5,1363,2647.59
1,133,226.21
2,88,178.96
4,302,813.48
1,39,129.45
2,488,810.5699999999999
1,164,333.08
17,2690,4413.1
1,162,322.8
5,1205,2188.05
2,493,417.73
6,1138,2883.1
2,82,217.9
4,927,1154.47
10,1255,1680.72
3,510,1257.51
1,256,231.10000000000002
2,479,688.33
1,269,487.51
2,826,833.78
2,146,214.06
1,281,290.65999999999997
1,372,518.42
7,3283,6773.97
2,733,1212.66
4,282,601.27
6,2367,3794.52
15,8894,8625.8
4,1229,933.62
1,40,123.24
1,72,39.12
4,571,1267.6499999999999
1,59,135.39999999999998
1,233,118.98
2,237,570.13
6,318,306.71999999999997
2,878,1370.47
11,2556,4095.9
3,875,1692.27
20,2832,8134.9400000000005
2,188,319.61
4,636,1592.1200000000001
12,2397,3109.99
1,29,129.75
1,94,183.7
6,1407,1770.34
5,1040,1028.0
28,50255,66653.56
2,396,324.24
7,2030,3062.83
4,804,1260.86
2,330,422.59999999999997
2,138,225.57999999999998
2,151,1126.0
2,204,482.01
4,146,657.9000000000001
1,27,112.75
2,840,1998.0
13,4024,5076.55
13,6393,5398.3
20,5476,14034.99
3,249,531.35
1,285,656.63
5,851,3029.87
10,1836,2483.04
5,833,1651.03
11,1746,3637.78
15,4276,6923.13
2,609,1146.53
1,642,301.71999999999997
2,120,901.2
6,1866,3858.38
1,413,623.75
7,1204,1790.42
1,182,155.24
1,172,292.47
13,5001,4730.81
2,399,589.15
6,293,779.57
5,977,1382.02
1,177,272.82
4,677,1054.67
21,5779,7236.6
3,994,743.11
1,317,603.75
3,346,650.51
5,1573,2300.56
1,288,417.59999999999997
1,3,3.75
1,172,323.0
7,2047,2238.09
7,805,1304.76
17,6735,7194.3
18,4665,6697.66
2,583,836.06
5,880,1515.9
5,214,623.93
1,1031,1764.72
1,54,207.5
1,189,223.92000000000002
1,4280,2002.4
3,1064,1496.83
1,106,239.4
1,81,106.83000000000001
1,203,369.34000000000003
3,609,789.79
1,341,316.62
3,618,1501.38
1,319,611.85
13,1259,2799.25
1,4,34.0
2,536,1145.6
11,4435,5580.6
3,196,478.09000000000003
1,83,380.39
5,464,770.1
5,1477,2234.81
1,171,171.59
4,322,661.52
11,440,1695.66
1,262,388.28
2,64,226.35
2,194,245.94
22,5325,10629.720000000001
2,271,425.19
1,113,311.25
13,712,2279.9
1,24,107.6
2,310,595.83
1,32,80.8
6,898,1545.6200000000001
7,762,1709.03
2,44,110.38000000000001
1,146,243.84
10,936,1220.69
1,239,414.88
1,186,305.62
1,540,1201.49
4,499,1619.73
1,245,332.3
3,246,536.99
2,539,460.59
4,377,775.54
3,778,1121.59
2,196,288.42
5,652,914.69
1,114,309.54
2,477,547.07
1,81,479.35
10,1525,1692.98
21,2763,6499.2
4,274,417.06
9,822,1604.75
11,2165,3349.57
1,307,497.61
1,136,358.38
2,236,460.64
2,566,775.1800000000001
1,158,341.7
1,58,113.5
1,99,197.22
1,264,325.91
3,33,199.15
4,440,1106.53
1,358,413.46
2,61,180.85
2,165,251.87
11,1563,3170.98
2,185,588.85
34,8975,16594.35
6,2250,1869.82
3,693,1264.19
16,10159,10196.57
1,135,214.32
1,78,193.44
1,182,281.42
1,33,124.57
1,249,332.41
3,271,342.45
2,56,144.91000000000003
2,164,328.4
1,12,35.400000000000006
1,91,375.69000000000005
2,827,747.81
2,140,173.76
2,409,502.8
3,60,207.73999999999998
4,585,825.42
6,1253,2812.34
3,600,680.02
6,3840,7123.62
5,1069,2095.53
6,463,853.72
1,12,13.3
7,753,1519.08
1,600,432.0
3,424,705.12
2,104,276.73
2,320,429.84000000000003
3,184,471.51
1,157,194.88
3,925,1578.67
5,283,809.7
5,239,525.54
1,62,145.93
1,102,219.14
2,73,289.78
3,419,508.81
6,522,1281.56
3,832,882.16
1,629,1706.88
1,262,373.24
15,2023,3735.4700000000003
7,1408,3102.43
4,281,579.77
5,298,981.65
1,436,379.14
8,886,1510.06
11,1029,2575.38
1,82,113.44
1,121,208.46
6,132,621.6800000000001
2,440,576.26
1,232,391.52
6,721,1068.82
11,1413,2596.45
1,171,169.79
19,3417,7247.61
3,493,846.75
1,35,230.25
3,993,543.05
17,2113,2839.65
7,929,1295.39
3,341,380.55
21,3158,4604.22
1,87,161.94
2,288,563.23
2,399,950.9300000000001
1,173,262.68
4,2540,2736.38
3,2169,3049.88
9,811,1920.59
3,145,816.73
19,2725,4345.5
1,312,406.48
3,1614,435.02
6,791,1286.27
3,644,1178.56
3,1318,1277.75
2,92,167.61
1,10,20.8
9,1054,2085.08
4,266,518.67
1,114,308.74
2,172,416.64
1,49,117.35000000000001
3,301,505.1
1,125,234.17
1,35,110.55000000000001
1,243,192.07
7,1981,2154.97
1,333,319.02
2,326,439.43
3,816,650.41
1,72,357.21
1,88,251.51999999999998
1,166,344.33
6,865,1852.0
2,788,1078.96
1,182,384.06
7,1379,1931.25
2,2423,4481.35
10,1832,5464.12
2,1040,1873.2
7,402,1625.05
1,43,126.12
6,1233,1133.25
1,100,179.0
5,860,1614.31
6,544,1456.96
3,360,702.0
4,76,295.0
2,294,484.82
11,2164,3989.57
3,679,1493.73
2,819,1412.94
4,272,781.78
6,597,889.9300000000001
1,118,195.36
1,186,270.9
3,245,586.33
3,1981,1842.56
20,6673,8694.26
2,176,920.1
4,827,1272.61
1,108,71.0
3,69,95.85
3,235,357.77
2,97,154.82999999999998
6,421,890.29
2,400,716.0
1,146,146.87
2,235,380.35
3,750,1030.14
3,410,745.52
2,229,433.53000000000003
1,656,1267.32
1,28,112.4
1,181,449.73
3,951,1081.57
5,994,1044.3799999999999
4,998,1735.18
1,504,948.48
3,106,339.44
1,510,642.02
3,533,1100.9
3,485,925.35
9,2676,5659.9800000000005
6,1614,3228.84
1,184,247.14000000000001
1,261,413.75
1,122,498.48
5,804,1356.33
3,592,1179.89
5,1855,3095.04
1,216,234.24
11,1526,5232.2300000000005
4,418,533.33
7,770,1461.14
3,318,859.35
21,2159,4545.89
9,1506,2709.7000000000003
1,133,312.14
9,1197,2429.03
4,758,1444.84
4,292,834.12
3,295,841.0799999999999
2,782,375.86
1,24,118.80000000000001
2,166,287.62
2,78,290.16
2,1049,2003.85
3,772,1405.78
2,1816,2949.75
5,786,1566.65
6,1859,2050.08
4,868,1991.01
7,921,2043.95
9,1746,3827.76
4,1131,1777.78
1,152,302.0
3,618,1324.16
4,339,1022.13
8,459,954.42
2,800,971.74
4,815,1621.73
1,2,25.5
2,693,665.78
6,4837,10815.43
6,589,885.04
1,50,163.29999999999998
1,302,248.61
8,219,808.62
3,372,837.5
1,68,116.19999999999999
1,154,157.02
2,334,606.91
1,120,307.46
1,80,138.32
1,246,345.29999999999995
1,130,298.89
1,291,259.35
5,792,1004.75
1,76,157.09
5,983,2463.17
7,2730,4892.240000000001
2,102,425.0
7,1224,1139.73
1,126,380.5
12,5182,10668.47
1,302,465.32
1,81,579.0
2,483,984.57
3,212,749.78
4,882,1714.59
1,82,124.88
3,517,1689.5
1,104,213.78
1,490,329.34
2,242,251.70000000000002
2,172,319.0
3,778,1266.97
3,1111,1538.88
6,2856,3518.03
10,1001,1715.46
2,66,293.1
7,1501,2467.35
1,100,158.68
2,78,206.34
2,526,835.78
1,185,224.91
1,480,317.76
8,1122,3766.6
1,41,59.9
4,866,1443.69
1,170,306.13
3,290,711.79
4,683,796.03
2,241,239.92000000000002
6,1296,3347.31
2,200,144.0
1,144,203.95
7,1328,2474.23
2,227,384.40000000000003
2,161,444.74
7,1167,2095.13
7,1254,1699.3000000000002
1,112,226.78
1,191,1013.01
3,357,692.22
1,268,342.63
6,2850,3563.85
4,646,1564.56
1,884,384.08
1,76,204.24
8,1323,2317.2200000000003
1,147,226.85
7,1176,2781.23
6,276,1069.1200000000001
1,24,113.5
10,958,1960.72
1,89,114.23
14,1905,3198.25
2,288,335.13
1,128,354.15
2,111,391.79
1,406,393.49
6,741,939.32
8,1532,1906.09
2,185,318.76
8,1651,3638.41
10,1742,3174.32
2,203,421.52
1,131,190.88
1,55,149.89000000000001
2,224,550.06
6,474,916.13
2,105,314.69
17,1822,3744.65
1,150,382.5
2,611,1135.04
26,3366,8668.45
1,616,954.9
1,75,171.45
1,106,282.19
1,213,318.65
2,168,384.52
1,110,283.28000000000003
2,193,353.86
1,43,178.26
2,252,272.44
2,232,298.41
2,141,240.0
2,410,603.37
5,367,1253.3600000000001
1,36,63.440000000000005
2,394,562.9
3,161,310.64
2,159,317.62
4,844,763.64
4,1778,2148.63
1,79,111.97999999999999
2,430,1065.3500000000001
1,179,246.04
1,48,187.82999999999998
3,1877,1703.41
6,1364,1652.58
1,118,153.92
7,559,1064.11
7,1203,1419.73
3,520,944.41
2,404,525.24
1,72,550.8000000000001
9,1140,1875.1100000000001
3,294,556.95
1,67,131.78
2,387,498.42
4,678,669.11
1,149,197.63
5,575,1135.63
1,144,250.04
19,11491,8631.31
1,41,82.75
2,1005,1384.85
3,372,644.3
1,1402,2328.84
8,1896,2527.92
36,3862,6252.18
3,1146,2600.34
3,634,1200.6200000000001
2,373,700.86
7,772,917.67
4,844,990.23
1,60,96.8
2,142,523.11
2,120,363.9
1,16,175.2
1,375,494.25
2,315,307.02
4,1268,2026.42
8,3113,6635.14
2,152,243.36
11,5967,12353.29
3,489,781.36
1,56,193.64
1,66,160.57
4,346,537.74
15,1657,2676.56
1,216,228.96
5,1401,1159.52
1,112,110.75
4,795,1286.07
3,113,587.15
2,1200,1740.0
1,1006,1393.06
1,166,178.22
2,153,388.14
2,202,365.85
1,161,127.86
3,335,585.79
3,157,488.2
2,191,312.23
11,2701,4481.18
8,4765,4796.52
1,150,168.4
8,1391,1912.67
4,540,446.18
3,152,423.89
8,749,1342.68
4,408,646.92
2,85,495.77
3,367,400.1
2,86,203.2
20,2076,4100.92
1,663,404.66
29,25649,20275.61
1,25,65.4
1,150,199.29
2,88,336.4
1,201,261.11
6,1902,2686.42
2,542,784.11
4,1068,1259.56
34,7612,31833.68
2,480,508.8
2,318,451.91
1,241,203.86999999999998
7,2004,7312.8
2,254,696.41
3,310,653.38
5,1097,2129.96
12,700,2598.85
1,117,281.62
13,32744,31781.82
3,726,1031.41
3,787,2200.42
1,3,32.65
2,105,771.85
5,616,1214.72
3,306,778.94
7,738,1258.06
2,2100,778.0
1,114,507.84
7,4302,6893.42
2,289,463.46000000000004
12,1876,4226.57
3,265,598.83
6,2253,1979.37
2,459,698.41
2,407,759.17
6,3094,5037.26
1,34,100.8
28,9474,17256.85
3,624,524.9200000000001
2,190,265.76
1,292,403.3
2,207,365.76
1,185,303.15999999999997
7,1693,2373.82
2,90,216.29999999999998
1,103,388.45000000000005
3,246,186.42000000000002
6,1496,2248.56
1,504,534.24
2,2118,2389.1
2,198,120.9
2,443,541.53
7,1121,2517.86
46,69993,194550.79
7,1203,1721.4
2,219,486.71999999999997
4,243,517.53
1,66,131.7
1,222,249.86
5,826,1737.7
1,170,316.5
2,537,657.3
6,236,622.4300000000001
3,799,757.46
2,227,675.69
5,1095,1896.41
1,220,289.96000000000004
2,306,763.28
2,116,137.0
5,787,1870.97
5,1675,1125.07
3,462,710.29
1,178,194.37
1,338,511.82
4,1061,1255.59
3,191,414.04
1,191,396.87
2,428,376.64
7,1134,2092.32
10,2013,3558.87
1,155,374.57
2,229,497.56
1,79,271.05
1,394,272.22
1,711,622.88
3,17,1138.0
2,160,288.6
4,376,689.1
2,486,558.96
9,1664,2997.0299999999997
2,556,1145.84
1,139,302.2
2,359,605.58
1,289,387.31
8,3534,6115.14
1,214,308.48
31,64549,91062.38
10,2753,2924.9900000000002
1,254,513.2
1,135,208.65
4,243,639.02
5,416,768.08
1,102,153.94
6,1236,1844.02
1,365,546.81
3,519,723.2099999999999
5,1022,1066.15
4,872,652.74
1,90,145.0
1,82,422.70000000000005
4,310,1195.8999999999999
4,488,939.37
8,2138,3628.5
10,1523,2380.41
1,136,296.7
1,103,223.36
1,136,164.4
1,6,76.5
2,700,897.62
1,134,98.42
2,194,578.9
1,134,170.75
3,341,645.96
1,58,103.3
2,210,148.86
3,86,267.16
1,150,306.84
4,719,930.41
1,1048,1487.6
5,1763,1952.45
2,349,483.26
1,101,157.9
3,306,541.46
5,651,854.95
1,146,167.62
7,817,1122.38
3,146,454.01
2,518,901.21
8,2632,4331.48
1,159,344.14
4,904,1497.26
4,95,226.75000000000003
3,308,380.6
1,77,185.65
19,1994,3622.68
1,138,143.45999999999998
3,258,448.90000000000003
3,87,212.77
25,5927,11045.04
1,123,175.27
2,458,1242.3
4,1671,1133.07
3,676,1240.2
4,1630,2402.92
3,827,1477.97
7,1009,2225.9700000000003
5,3101,3927.34
2,550,993.18
2,229,388.79
7,4400,2827.93
1,1176,2044.3700000000001
1,144,161.67000000000002
1,103,116.00999999999999
6,4151,5102.97
1,74,394.72
2,169,309.36
2,232,193.42
5,696,1104.72
15,2560,3984.22
6,1808,2048.45
14,2496,4559.150000000001
1,238,390.07
3,140,329.6
3,224,571.1999999999999
3,331,971.58
1,127,218.52
1,60,81.44
3,514,1379.9
1,265,527.0500000000001
2,554,843.48
4,1198,2047.0
1,79,75.75
8,1629,1814.12
2,158,503.59999999999997
3,334,528.33
4,644,1324.84
9,840,2361.9700000000003
1,182,285.56
2,280,547.0600000000001
1,49,108.5
1,250,621.66
2,474,712.29
1,71,101.55
11,1793,2895.64
3,323,1008.39
1,30,133.06
4,487,1797.5
1,399,868.49
1,150,166.08
10,3112,3945.0
12,2509,4867.72
4,1409,1207.56
1,41,117.55
7,1116,2638.94
5,1399,1674.69
2,616,595.42
12,1525,2999.46
1,130,196.0
7,797,1802.91
2,604,604.64
2,596,728.16
5,1037,2055.51
2,93,347.75
7,1916,3406.7200000000003
1,110,205.7
4,772,1572.71
2,1690,3178.17
6,1487,1629.12
2,672,551.04
31,8360,20374.28
6,932,1387.68
30,9775,16363.23
1,207,298.11
2,729,1992.1100000000001
1,96,184.4
6,1367,2474.33
1,145,239.41
7,1956,3191.53
7,2478,5739.46
15,1773,4757.95
2,134,290.40000000000003
4,624,725.5799999999999
1,231,200.47
1,184,283.12
2,779,765.34
8,1756,2285.71
1,93,338.95
1,93,154.95
4,1266,2534.64
1,109,417.95
4,1353,1824.37
3,590,798.74
2,343,885.19
9,963,1823.52
17,3899,10504.49
2,144,152.4
2,91,267.08
1,17,137.45
2,246,385.1
1,215,522.91
1,92,153.0
1,384,326.4
11,3072,5655.99
1,83,139.35
15,2466,5396.04
4,576,1195.94
4,1595,2424.04
6,792,3276.4000000000005
3,300,1033.0
11,2162,3439.08
1,645,1060.25
3,1469,2876.01
13,3576,5298.4800000000005
4,493,1240.11
1,93,303.97
2,463,692.19
3,422,700.63
19,8439,13110.02
3,238,377.44
2,108,168.24
4,1029,1879.05
7,861,2791.35
2,89,355.11
6,3412,2322.4
1,29,110.25
1,12,71.4
2,320,674.52
9,3906,1781.28
1,192,80.64
5,1869,1772.26
30,3319,5601.34
8,2091,3456.7000000000003
3,707,833.74
2,239,287.59
1,398,712.78
1,12,15.0
2,395,818.8199999999999
3,144,371.88
1,128,271.2
3,1186,2273.1800000000003
10,1862,3997.98
5,365,1143.27
2,283,245.33
2,58,182.77
4,512,1225.41
1,72,56.4
3,507,665.86
3,397,658.57
2,34,188.02
2,354,283.47
1,67,131.94
2,200,278.74
4,910,1865.19
2,210,1112.95
1,74,225.9
14,836,1965.55
1,46,106.1
1,232,323.04
2,341,350.39
4,178,697.9
3,498,780.43
10,1758,3055.93
9,735,1198.01
3,752,1285.04
1,478,512.31
1,727,546.04
12,2057,5411.91
39,4176,7831.03
4,350,732.16
5,790,1770.8799999999999
4,30,36.56
3,67,387.68
7,1031,3704.87
1,408,298.4
5,1247,1995.46
4,655,1165.09
1,496,889.24
3,92,398.7
1,12,35.400000000000006
1,208,155.37
3,348,350.64
1,87,109.83
8,516,1587.48
5,1879,2779.3
1,285,338.8
124,23053,40967.72
1,88,197.73
1,52,51.559999999999995
9,398,901.1999999999999
4,114,605.8000000000001
34,1733,5391.21
2,53,114.34
2,84,311.26
1,197,208.97
4,842,1418.03
22,14822,25301.54
12,2706,5155.66
1,127,148.21
1,104,252.8
8,1988,2100.8
1,100,330.9
6,2638,3160.0
3,810,597.5
20,5756,10524.220000000001
1,174,329.65
6,542,1197.1000000000001
5,111,428.18
12,1401,1894.35
1,182,155.9
5,1046,1729.7800000000002
6,221,683.46
1,98,237.61
1,401,379.45
1,45,178.51999999999998
1,314,458.92
1,32,133.35000000000002
4,379,671.77
4,854,717.45
1,167,190.19
3,481,899.61
1,30,111.35
8,980,726.05
2,79,203.87
2,416,602.09
1,393,203.85999999999999
3,109,244.1
1,161,112.25
8,403,1119.39
1,130,98.0
1,288,256.32
3,229,566.6
2,190,152.06
1,171,155.8
2,73,112.19999999999999
1,24,110.38
1,63,191.67
4,407,800.24
1,26,72.9
1,173,243.28
1,223,366.23
5,185,311.01
2,289,411.6
1,473,336.43
3,187,341.28
1,756,1304.04
17,2514,4192.2
4,430,826.52
1,50,207.50000000000003
7,1160,2962.5
1,72,244.08
2,306,397.29
2,68,184.46
4,108,843.0
5,1594,1740.48
2,249,408.36
3,789,1331.57
2,478,704.25
2,81,142.89
1,262,389.84
7,1754,4301.22
1,40,99.14
9,9754,2238.58
1,252,304.56
1,38,77.50000000000001
2,75,149.57999999999998
1,168,176.68
1,144,358.56000000000006
44,30450,58030.48
3,366,482.2
3,616,1008.5400000000001
12,2234,2332.72
4,273,557.3
1,1,12.75
1,275,110.72
1,84,508.4599999999999
1,41,73.78
39,560,1296.44
1,128,102.83
2,301,471.7
14,1556,2622.57
5,2571,1098.43
1,80,123.07
1,160,277.35
2,152,228.2
1,525,582.59
1,37,136.04
1,176,337.04
3,519,740.79
13,1566,4485.51
1,106,353.19
1,342,288.14
1,499,300.91999999999996
4,393,754.31
3,682,811.45
1,98,152.68
1,183,634.95
1,10,20.8
1,261,198.57
7,43,201.12
3,414,630.84
2,25,93.35
4,497,678.49
1,133,76.1
8,2298,1970.6699999999998
2,221,382.06
2,363,417.23
1,78,169.47
2,93,249.72
1,220,444.68
9,1581,2116.19
1,126,257.34
1,60,174.8
1,71,102.78999999999999
2,285,187.29
1,67,158.47
1,157,120.03
5,1029,1483.56
3,300,523.0
2,55,122.14
1,7,38.45
1,736,668.11
2,184,389.78
1,78,115.31
2,67,230.64999999999998
1,42,73.5
1,253,97.97
2,561,422.88
3,611,730.4
3,234,405.62
6,20,70.02
2,148,357.20000000000005
21,3819,4183.39
1,33,165.04999999999998
3,282,559.51
10,1033,2088.6
1,142,189.4
2,127,172.29000000000002
1,40,74.4
1,302,300.02
10,2455,6784.1900000000005
1,211,363.65
1,88,170.16
3,263,306.46
10,955,2119.41
3,396,720.52
2,384,814.0
14,1027,2392.83
1,108,318.0
1,189,396.33
1,6,101.69999999999999
5,1311,2036.67
2,260,453.0
1,288,247.44
12,3108,3877.5200000000004
1,190,489.6
10,1464,2611.75
11,1878,2633.0099999999998
2,145,336.13
4,7432,3651.97
2,642,1231.5
3,195,343.45
1,621,703.37
1,312,90.47999999999999
2,265,689.95
1,106,101.34
1,3906,3202.9199999999996
1,109,167.67000000000002
11,4252,9068.26
4,1392,2106.52
7,2518,3017.3
2,419,580.0500000000001
3,825,911.15
6,1686,2697.8
1,149,168.31
2,88,223.65
60,64124,259657.3
1,362,754.64
1,46,113.48000000000002
1,128,430.7
1,84,271.0
26,4237,8052.97
1,86,236.3
2,255,352.69
1,72,76.32000000000001
1,55,220.1
8,830,1414.43
1,617,319.47
26,2870,5651.42
1,125,181.12
1,31,111.15
2,450,673.1
6,1224,1824.99
2,594,589.4399999999999
4,804,1142.99
1,138,204.49
3,188,348.73
1,48,112.55000000000001
3,824,1059.39
1,1350,931.4999999999999
5,349,681.9100000000001
3,379,784.33
1,38,152.65
6,5557,8438.34
2,1276,1019.52
2,570,1000.16
12,1343,2888.75
4,2625,2861.55
2,153,160.35000000000002
2,203,179.33999999999997
3,310,612.0799999999999
3,332,566.58
2,355,653.35
2,255,399.19
3,266,371.62
2,301,734.94
2,354,453.4
1,139,530.15
2,294,638.0600000000001
5,812,1618.69
1,184,399.65000000000003
1,254,302.46000000000004
3,382,1384.8600000000001
6,594,1169.94
1,61,202.65
3,409,980.31
5,481,1231.31
20,3184,7561.68
4,1220,2106.84
1,50,104.0
1,283,476.35
6,710,1341.42
4,983,1590.81
6,1360,1793.17
6,1721,1843.75
1,146,382.8
2,371,632.07
1,60,49.8
1,183,304.25
3,1168,2001.04
2,566,1090.24
2,140,284.46000000000004
1,140,207.79999999999998
1,339,957.97
1,124,243.76
1,632,973.8399999999999
2,433,689.13
17,4074,5425.56
1,111,163.8
3,581,1396.99
1,43,160.42000000000002
3,1200,1993.7
2,192,517.36
1,58,139.10000000000002
6,1398,2621.38
5,359,600.07
1,101,248.42
1,232,232.48000000000002
1,118,299.34000000000003
1,200,481.75
2,491,621.75
2,584,662.08
10,885,2069.77
1,288,305.28000000000003
5,791,1041.61
1,335,443.0
14,2948,6484.54
1,69,158.95000000000002
12,3244,5509.12
11,3466,5228.05
1,21,93.75
2,238,779.9
20,2488,7276.900000000001
7,1316,2810.2000000000003
5,821,2083.27
4,302,592.97
1,4,440.0
3,1578,1796.48
6,403,882.24
5,622,987.1
5,795,1561.6100000000001
1,126,422.58
17,1051,2073.09
4,1017,2232.4900000000002
7,1788,2567.06
2,166,596.1
2,511,804.02
1,128,95.34
1,199,349.27
1,7824,4314.72
2,239,526.67
1,74,103.3
8,1041,2337.63
3,714,2338.6000000000004
6,1478,2643.2000000000003
2,146,324.24
1,182,149.48
3,1468,1213.1599999999999
2,311,801.51
1,2,25.5
1,76,168.6
2,101,283.15
6,2050,3078.58
3,80,204.0
1,88,175.92
1,186,335.86
1,68,110.38
1,66,173.9
1,45,180.60000000000002
1,54,80.82
2,103,178.05
16,1395,2088.93
3,1586,1837.28
