Frequence,Quantite,Montant,Cluster
3,244,621.8299999999999,1
26,29672,56252.72,1
1,311,635.6800000000001,1
1,87,270.8,1
1,68,104.9,1
1,138,241.62,1
4,378,1047.11,1
3,220,475.28000000000003,1
3,180,345.46,1
3,864,2614.7400000000002,1
1,212,246.3,1
5,1612,2328.9700000000003,1
3,3364,4932.2,1
3,540,948.05,1
1,438,351.3,1
1,114,220.85,1
2,731,1612.69,1
3,553,965.61,1
1,581,610.01,1
8,860,2710.56,1
3,872,2192.4,1
3,955,884.14,1
2,335,699.08,1
3,570,1063.95,1
1,290,415.82000000000005,1
13,2567,4206.39,1
17,3387,5528.4800000000005,1
3,602,784.58,1
3,430,903.9,1
4,1343,3734.9700000000003,1
5,301,515.77,1
4,861,1391.98,1
6,1071,2218.62,1
5,922,1801.14,1
2,603,1303.9099999999999,1
4,1271,1945.33,1
5,1856,2100.6,1
4,1357,1905.45,1
1,128,206.98,1
2,202,570.96,1
2,375,885.47,1
1,220,532.94,1
3,963,1654.31,1
14,882,1836.0900000000001,1
2,996,636.14,1
1,415,576.0,1
3,1105,801.76,1
1,465,836.79,1
4,963,2231.25,1
4,439,954.09,1
1,26,137.37,1
1,189,391.98,1
19,18368,33643.08,1
3,675,1048.49,1
2,396,355.56,1
4,942,1224.06,1
1,27,118.95000000000002,1
1,134,130.73999999999998,1
8,1926,3711.77,1
2,449,389.27,1
2,302,238.85,1
2,48,160.71,1
1,135,110.8,1
12,939,2974.65,1
5,470,712.24,1
27,11002,16386.31,1
1,308,297.0,1
5,1167,1438.85,1
8,440,977.21,1
8,2544,3165.36,1
4,585,832.88,1
2,19,68.84,1
6,1192,1936.3200000000002,1
3,368,895.13,1
1,126,230.53,1
15,2041,3806.1,1
2,175,149.64,1
1,335,354.09000000000003,1
2,212,360.93,1
7,2534,4405.88,1
2,371,493.28,1
1,211,343.28000000000003,1
5,260,501.39000000000004,1
4,264,514.08,1
2,223,396.48,1
1,109,349.35,1
1,147,181.09,1
1,67,162.64,1
2,209,427.57,1
1,441,521.97,1
2,167,262.9,1
1,94,179.17,1
2,261,222.05,1
5,570,1388.88,1
1,39,56.25,1
1,221,351.11,1
3,377,361.9,1
7,2410,5126.76,1
1,84,164.68,1
7,544,1567.69,1
3,508,966.6,1
1,98,191.94,1
8,1015,1232.18,1
2,185,264.62,1
8,757,1528.09,1
1,42,123.1,1
2,153,334.23,1
2,545,639.89,1
3,94,163.55,1
1,166,336.03000000000003,1
1,138,369.5,1
1,122,127.08,1
1,93,207.15,1
1,139,426.63,1
8,2325,2495.87,1
3,885,1107.46,1
1,114,108.03999999999999,1
1,73,145.35,1
5,240,404.58,1
14,4727,6100.01,1
1,4,35.8,1
1,232,337.44,1
1,50,325.1,1
1,52,181.0,1
1,898,1708.24,1
2,567,955.24,1
2,284,364.72,1
4,729,1765.51,1
2,313,708.22,1
4,399,806.57,1
8,892,1659.3799999999999,1
14,2135,4416.26,1
1,211,428.89,1
1,33,104.35,1
2,298,470.76,1
4,453,845.64,1
2,211,418.83,1
3,124,666.1,1
1,116,314.1,1
12,1716,4194.9,1
1,106,307.82000000000005,1
7,2262,3442.15,1
1,243,371.01,1
2,277,430.94,1
2,1016,1054.73,1
1,888,1098.78,1
3,1560,2398.86,1
8,1866,3408.48,1
4,892,1475.02,1
10,1843,2837.67,1
2,1086,1142.42,1
1,268,168.12,1
7,1556,1451.28,1
1,181,158.03,1
2,443,792.11,1
1,17,41.989999999999995,1
7,2045,2788.87,1
1,177,427.07,1
6,384,1060.68,1
5,2041,3089.97,1
3,5110,12393.7,1
5,1185,2735.37,1
4,300,615.39,1
1,84,101.4,1
4,1393,1701.94,1
3,323,478.78,1
4,378,992.71,1
3,210,407.5,1
16,2042,3362.71,1
3,799,1415.29,1
47,15536,37130.6,1
3,265,662.38,1
3,908,705.1,1
8,620,1508.76,1
1,102,211.88,1
2,190,408.90000000000003,1
9,1733,3786.2400000000002,1
3,487,851.01,1
1,261,628.28,1
3,358,719.81,1
1,378,245.96,1
1,338,439.65999999999997,1
1,243,236.09,1
6,1147,934.62,1
62,40207,72882.09,2
1,283,331.24,1
2,423,548.94,1
20,3539,8816.4,1
3,242,437.7,1
2,716,758.92,1
3,428,855.02,1
3,244,471.78000000000003,1
3,684,1313.55,1
3,1584,3166.4,1
5,755,1197.27,1
4,503,773.99,1
4,897,1340.7,1
2,144,256.44,1
3,793,1111.79,1
1,278,137.9,1
1,282,362.06,1
2,1793,1511.95,1
1,380,783.9,1
1,22,134.8,1
1,347,664.85,1
7,863,2263.12,1
6,643,1459.8600000000001,1
4,800,1153.62,1
1,262,335.32,1
1,231,372.09,1
5,936,1521.87,1
2,457,852.15,1
1,180,326.24,1
1,140,584.3199999999999,1
1,48,122.39999999999999,1
10,1435,2234.73,1
1,16,79.2,1
3,864,1352.0,1
2,128,217.16,1
5,1477,2806.9,1
2,908,1317.62,1
1,216,436.18,1
5,636,981.51,1
5,511,1121.39,1
2,154,315.06,1
3,628,817.86,1
1,20,17.0,1
4,647,1078.23,1
1,155,320.62,1
1,87,185.04999999999998,1
7,613,2005.63,1
3,434,731.9,1
1,757,1290.7,1
3,942,1842.14,1
6,558,1429.64,1
1,123,302.36,1
1,330,336.96,1
1,74,108.38,1
7,1176,3204.1600000000003,1
1,615,842.5,1
2,612,611.88,1
3,733,1337.48,1
4,574,195.73999999999998,1
1,176,161.38,1
1,43,135.75000000000003,1
8,1001,1667.97,1
1,248,612.78,1
1,130,232.21,1
2,240,423.36,1
4,878,1309.14,1
2,586,867.11,1
4,1128,684.4200000000001,1
1,170,307.78,1
1,48,249.0,1
1,124,289.35,1
4,2125,6287.77,1
1,323,656.25,1
5,988,1880.22,1
6,1802,3506.54,1
33,8887,14589.04,1
2,371,618.09,1
1,209,517.55,1
3,440,709.38,1
3,330,635.41,1
2,730,725.18,1
1,238,620.4,1
1,422,535.34,1
6,919,2424.94,1
1,16,175.2,1
11,3123,3799.4900000000002,1
3,427,734.13,1
1,246,375.0,1
1,72,76.32000000000001,1
2,308,280.52,1
5,1047,2053.02,1
1,642,1829.04,1
5,1073,1824.23,1
9,1308,3122.04,1
3,347,656.69,1
1,236,348.2,1
2,1162,1025.44,1
19,2599,5575.56,1
1,4,37.4,1
2,192,856.6,1
3,433,822.48,1
27,1892,3787.6,1
4,1325,1822.97,1
6,1770,1885.05,1
1,24,73.2,1
5,787,1140.21,1
6,575,1418.32,1
3,651,1009.5500000000001,1
4,533,1037.59,1
1,95,331.95,1
1,94,197.9,1
1,99,215.83,1
8,5867,10254.18,1
1,152,305.54,1
4,3791,6617.65,1
1,113,338.71000000000004,1
6,561,1158.79,1
2,260,529.41,1
12,3020,4006.94,1
15,5048,6911.4400000000005,1
4,782,981.86,1
2,134,215.48,1
1,88,215.08,1
13,3351,5180.52,1
1,219,314.45,1
1,128,400.68,1
2,523,1080.6200000000001,1
4,1286,1863.47,1
1,191,365.27,1
4,262,592.9,1
1,231,405.71,1
4,513,754.78,1
4,272,537.0600000000001,1
1,140,394.38,1
2,333,664.26,1
5,1179,2262.62,1
17,7558,21076.3,1
1,154,547.02,1
2,244,690.34,1
1,48,159.0,1
3,420,1062.75,1
1,104,242.35,1
1,254,914.9300000000001,1
2,91,304.25,1
7,2088,3084.68,1
3,717,864.86,1
1,365,846.72,1
4,1116,1295.3,1
5,493,1096.32,1
3,192,255.12,1
1,90,314.22,1
2,318,1010.6,1
2,365,542.03,1
4,550,990.88,1
3,174,536.6800000000001,1
4,329,857.31,1
1,184,432.2,1
2,228,414.2,1
2,1641,3718.8,1
13,1453,2607.87,1
7,1982,3603.21,1
2,110,409.1,1
2,855,1522.75,1
3,1014,1413.66,1
1,182,114.56,1
1,78,152.94,1
5,950,1800.07,1
2,208,389.44,1
2,3233,3683.86,1
8,1767,2619.91,1
1,581,752.4300000000001,1
1,1,21.95,1
5,2994,5203.51,1
1,311,1035.45,1
4,306,746.83,1
9,2644,5347.0,1
7,398,861.89,1
2,532,617.65,1
1,688,1141.24,1
4,1037,1414.24,1
1,224,411.7,1
1,153,337.75,1
1,336,559.87,1
1,420,810.6000000000001,1
1,114,566.38,1
3,1054,1509.58,1
1,934,2062.06,1
1,114,168.3,1
5,1234,1569.11,1
2,544,823.97,1
1,298,142.5,1
1,191,302.25,1
10,982,2248.9900000000002,1
4,841,1328.55,1
1,206,301.9,1
3,198,598.2,1
1,158,233.22,1
3,2659,5360.63,1
1,256,361.21999999999997,1
6,487,632.27,1
4,8000,2560.0,1
2,467,706.57,1
2,394,616.26,1
2,165,274.15000000000003,1
1,75,226.37,1
8,1484,2938.91,1
3,890,1341.65,1
1,199,328.15,1
1,72,404.40000000000003,1
2,732,1038.46,1
5,135,373.65000000000003,1
2,231,326.75,1
1,50,207.50000000000003,1
3,282,428.68,1
3,194,594.24,1
14,709,3110.96,1
6,2535,3813.62,1
3,147,251.91,1
7,801,1593.2,1
22,32184,26626.8,1
1,87,151.05,1
1,94,214.79999999999998,1
1,23,109.95,1
1,501,549.07,1
4,1398,1971.87,1
4,157,322.41,1
2,195,370.47999999999996,1
1,18,101.10000000000001,1
1,289,575.41,1
2,353,887.65,1
7,813,1467.11,1
1,9,53.5,1
4,545,1116.47,1
1,90,153.9,1
2,300,494.44,1
23,2006,6675.71,1
2,150,395.8,1
3,93,211.77,1
3,246,658.88,1
4,1302,2027.5,1
9,1183,1750.92,1
6,2144,3512.53,1
4,421,896.66,1
5,351,734.77,1
1,52,109.36000000000001,1
2,280,707.04,1
9,504,1540.42,1
1,256,327.3,1
2,647,804.49,1
2,260,497.43,1
3,1031,1551.58,1
4,647,1320.56,1
2,166,367.93,1
2,239,465.08,1
2,694,987.01,1
1,1500,676.2,1
3,267,362.95,1
4,1410,2157.4,1
1,1524,1780.59,1
2,475,668.36,1
2,260,584.5,1
3,261,555.89,1
2,224,317.2,1
1,44,94.36,1
4,1242,1382.07,1
1,203,221.19,1
13,1576,3046.21,1
5,2604,1555.34,1
5,1476,1486.9,1
2,758,1705.8,1
2,246,406.77,1
1,172,303.93,1
12,3882,4098.32,1
2,149,299.6,1
1,114,177.5,1
1,157,443.05,1
2,187,167.25,1
1,122,163.07,1
10,1124,2126.93,1
5,1306,2028.88,1
2,132,214.65,1
1,73,151.83,1
1,148,262.2,1
2,27,126.25,1
1,187,210.35,1
3,672,1051.4,1
3,288,675.27,1
6,436,972.23,1
51,33704,34684.4,2
1,230,346.12,1
1,88,133.56,1
1,199,302.7,1
10,1243,1908.25,1
2,156,241.06,1
1,9,284.55,1
1,103,300.85,1
3,453,642.81,1
1,276,287.4,1
1,106,184.26,1
7,767,1522.25,1
5,463,798.35,1
5,2018,3640.67,1
2,173,381.2,1
3,446,616.79,1
4,407,654.67,1
1,111,230.51,1
2,80997,168472.5,2
1,223,259.01,1
1,78,188.89000000000001,1
2,367,707.69,1
1,200,311.92,1
1,120,266.97,1
1,2,5.9,1
7,988,1841.18,1
5,1148,2158.37,1
1,140,208.36,1
18,2154,3482.7400000000002,1
3,879,814.72,1
1,49,151.42,1
3,16,136.0,1
4,1163,1422.4,1
3,963,1314.68,1
7,789,1603.46,1
1,31,74.9,1
4,273,650.43,1
4,531,762.39,1
1,141,223.95000000000002,1
3,196,316.11,1
7,941,1871.3400000000001,1
4,319,544.3,1
7,1415,2494.46,1
3,224,331.0,1
2,102,300.83,1
1,455,769.29,1
1,346,220.62,1
1,44,139.35,1
2,200,404.3,1
1,235,363.65,1
3,728,498.8,1
1,478,731.5,1
4,1164,1351.63,1
1,675,826.53,1
3,337,684.41,1
3,1111,1599.52,1
6,1396,2965.69,1
2,45,100.97,1
2,127,365.45,1
6,123,400.86,1
4,569,1431.93,1
1,524,484.38,1
1,576,777.6,1
2,42,90.30000000000001,1
1,64,363.7,1
1,92,248.1,1
3,413,948.26,1
4,407,874.59,1
5,833,1627.13,1
1,58,101.69999999999999,1
1,96,162.7,1
2,327,484.32,1
2,53,212.98,1
3,558,1046.57,1
21,4265,9418.470000000001,1
26,7397,13027.45,1
1,106,290.36,1
1,106,228.06,1
1,171,244.41,1
1,198,455.25,1
7,915,1244.59,1
3,2016,6748.8,1
3,612,1095.56,1
1,356,593.75,1
1,251,548.97,1
4,477,1388.81,1
1,46,119.62,1
1,78,339.3,1
2,549,787.15,1
10,2365,4154.64,1
5,1540,2298.97,1
3,970,922.12,1
2,219,379.73,1
12,4600,5719.82,1
3,402,837.1,1
2,175,285.89,1
7,1890,3313.79,1
2,111,281.85,1
20,5377,8338.49,1
2,504,841.41,1
2,244,511.12,1
1,486,1077.74,1
1,46,173.7,1
5,362,614.66,1
2,996,865.6,1
1,93,124.2,1
10,2112,3738.4,1
3,1239,1421.69,1
3,532,1009.6,1
2,360,663.61,1
1,416,451.44,1
1,134,105.84,1
1,164,313.62,1
1,111,233.45,1
2,646,936.08,1
1,95,463.95,1
1,71,225.15,1
3,368,459.24,1
1,41,213.5,1
16,2927,4113.68,1
3,116,330.03,1
1,64,181.09,1
1,335,360.16,1
2,97,250.15,1
1,184,90.04,1
1,73,145.04999999999998,1
6,1145,813.52,1
1,131,243.63,1
1,336,528.08,1
2,480,482.47,1
14,2859,3347.71,1
7,2420,5493.46,1
1,66,75.66,1
1,47,129.49,1
4,506,1187.66,1
1,293,618.59,1
1,223,506.19,1
2,370,500.42,1
1,91,151.85,1
5,1363,2647.59,1
1,133,226.21,1
2,88,178.96,1
4,302,813.48,1
1,39,129.45,1
2,488,810.5699999999999,1
1,164,333.08,1
17,2690,4413.1,1
1,162,322.8,1
5,1205,2188.05,1
2,493,417.73,1
6,1138,2883.1,1
2,82,217.9,1
4,927,1154.47,1
10,1255,1680.72,1
3,510,1257.51,1
1,256,231.10000000000002,1
2,479,688.33,1
1,269,487.51,1
2,826,833.78,1
2,146,214.06,1
1,281,290.65999999999997,1
1,372,518.42,1
7,3283,6773.97,1
2,733,1212.66,1
4,282,601.27,1
6,2367,3794.52,1
15,8894,8625.8,1
4,1229,933.62,1
1,40,123.24,1
1,72,39.12,1
4,571,1267.6499999999999,1
1,59,135.39999999999998,1
1,233,118.98,1
2,237,570.13,1
6,318,306.71999999999997,1
2,878,1370.47,1
11,2556,4095.9,1
3,875,1692.27,1
20,2832,8134.9400000000005,1
2,188,319.61,1
4,636,1592.1200000000001,1
12,2397,3109.99,1
1,29,129.75,1
1,94,183.7,1
6,1407,1770.34,1
5,1040,1028.0,1
28,50255,66653.56,2
2,396,324.24,1
7,2030,3062.83,1
4,804,1260.86,1
2,330,422.59999999999997,1
2,138,225.57999999999998,1
2,151,1126.0,1
2,204,482.01,1
4,146,657.9000000000001,1
1,27,112.75,1
2,840,1998.0,1
13,4024,5076.55,1
13,6393,5398.3,1
20,5476,14034.99,1
3,249,531.35,1
1,285,656.63,1
5,851,3029.87,1
10,1836,2483.04,1
5,833,1651.03,1
11,1746,3637.78,1
15,4276,6923.13,1
2,609,1146.53,1
1,642,301.71999999999997,1
2,120,901.2,1
6,1866,3858.38,1
1,413,623.75,1
7,1204,1790.42,1
1,182,155.24,1
1,172,292.47,1
13,5001,4730.81,1
2,399,589.15,1
6,293,779.57,1
5,977,1382.02,1
1,177,272.82,1
4,677,1054.67,1
21,5779,7236.6,1
3,994,743.11,1
1,317,603.75,1
3,346,650.51,1
5,1573,2300.56,1
1,288,417.59999999999997,1
1,3,3.75,1
1,172,323.0,1
7,2047,2238.09,1
7,805,1304.76,1
17,6735,7194.3,1
18,4665,6697.66,1
2,583,836.06,1
5,880,1515.9,1
5,214,623.93,1
1,1031,1764.72,1
1,54,207.5,1
1,189,223.92000000000002,1
1,4280,2002.4,1
3,1064,1496.83,1
1,106,239.4,1
1,81,106.83000000000001,1
1,203,369.34000000000003,1
3,609,789.79,1
1,341,316.62,1
3,618,1501.38,1
1,319,611.85,1
13,1259,2799.25,1
1,4,34.0,1
2,536,1145.6,1
11,4435,5580.6,1
3,196,478.09000000000003,1
1,83,380.39,1
5,464,770.1,1
5,1477,2234.81,1
1,171,171.59,1
4,322,661.52,1
11,440,1695.66,1
1,262,388.28,1
2,64,226.35,1
2,194,245.94,1
22,5325,10629.720000000001,1
2,271,425.19,1
1,113,311.25,1
13,712,2279.9,1
1,24,107.6,1
2,310,595.83,1
1,32,80.8,1
6,898,1545.6200000000001,1
7,762,1709.03,1
2,44,110.38000000000001,1
1,146,243.84,1
10,936,1220.69,1
1,239,414.88,1
1,186,305.62,1
1,540,1201.49,1
4,499,1619.73,1
1,245,332.3,1
3,246,536.99,1
2,539,460.59,1
4,377,775.54,1
3,778,1121.59,1
2,196,288.42,1
5,652,914.69,1
1,114,309.54,1
2,477,547.07,1
1,81,479.35,1
10,1525,1692.98,1
21,2763,6499.2,1
4,274,417.06,1
9,822,1604.75,1
11,2165,3349.57,1
1,307,497.61,1
1,136,358.38,1
2,236,460.64,1
2,566,775.1800000000001,1
1,158,341.7,1
1,58,113.5,1
1,99,197.22,1
1,264,325.91,1
3,33,199.15,1
4,440,1106.53,1
1,358,413.46,1
2,61,180.85,1
2,165,251.87,1
11,1563,3170.98,1
2,185,588.85,1
34,8975,16594.35,1
6,2250,1869.82,1
3,693,1264.19,1
16,10159,10196.57,1
1,135,214.32,1
1,78,193.44,1
1,182,281.42,1
1,33,124.57,1
1,249,332.41,1
3,271,342.45,1
2,56,144.91000000000003,1
2,164,328.4,1
1,12,35.400000000000006,1
1,91,375.69000000000005,1
2,827,747.81,1
2,140,173.76,1
2,409,502.8,1
3,60,207.73999999999998,1
4,585,825.42,1
6,1253,2812.34,1
3,600,680.02,1
6,3840,7123.62,1
5,1069,2095.53,1
6,463,853.72,1
1,12,13.3,1
7,753,1519.08,1
1,600,432.0,1
3,424,705.12,1
2,104,276.73,1
2,320,429.84000000000003,1
3,184,471.51,1
1,157,194.88,1
3,925,1578.67,1
5,283,809.7,1
5,239,525.54,1
1,62,145.93,1
1,102,219.14,1
2,73,289.78,1
3,419,508.81,1
6,522,1281.56,1
3,832,882.16,1
1,629,1706.88,1
1,262,373.24,1
15,2023,3735.4700000000003,1
7,1408,3102.43,1
4,281,579.77,1
5,298,981.65,1
1,436,379.14,1
8,886,1510.06,1
11,1029,2575.38,1
1,82,113.44,1
1,121,208.46,1
6,132,621.6800000000001,1
2,440,576.26,1
1,232,391.52,1
6,721,1068.82,1
11,1413,2596.45,1
1,171,169.79,1
19,3417,7247.61,1
3,493,846.75,1
1,35,230.25,1
3,993,543.05,1
17,2113,2839.65,1
7,929,1295.39,1
3,341,380.55,1
21,3158,4604.22,1
1,87,161.94,1
2,288,563.23,1
2,399,950.9300000000001,1
1,173,262.68,1
4,2540,2736.38,1
3,2169,3049.88,1
9,811,1920.59,1
3,145,816.73,1
19,2725,4345.5,1
1,312,406.48,1
3,1614,435.02,1
6,791,1286.27,1
3,644,1178.56,1
3,1318,1277.75,1
2,92,167.61,1
1,10,20.8,1
9,1054,2085.08,1
4,266,518.67,1
1,114,308.74,1
2,172,416.64,1
1,49,117.35000000000001,1
3,301,505.1,1
1,125,234.17,1
1,35,110.55000000000001,1
1,243,192.07,1
7,1981,2154.97,1
1,333,319.02,1
2,326,439.43,1
3,816,650.41,1
1,72,357.21,1
1,88,251.51999999999998,1
1,166,344.33,1
6,865,1852.0,1
2,788,1078.96,1
1,182,384.06,1
7,1379,1931.25,1
2,2423,4481.35,1
10,1832,5464.12,1
2,1040,1873.2,1
7,402,1625.05,1
1,43,126.12,1
6,1233,1133.25,1
1,100,179.0,1
5,860,1614.31,1
6,544,1456.96,1
3,360,702.0,1
4,76,295.0,1
2,294,484.82,1
11,2164,3989.57,1
3,679,1493.73,1
2,819,1412.94,1
4,272,781.78,1
6,597,889.9300000000001,1
1,118,195.36,1
1,186,270.9,1
3,245,586.33,1
3,1981,1842.56,1
20,6673,8694.26,1
2,176,920.1,1
4,827,1272.61,1
1,108,71.0,1
3,69,95.85,1
3,235,357.77,1
2,97,154.82999999999998,1
6,421,890.29,1
2,400,716.0,1
1,146,146.87,1
2,235,380.35,1
3,750,1030.14,1
3,410,745.52,1
2,229,433.53000000000003,1
1,656,1267.32,1
1,28,112.4,1
1,181,449.73,1
3,951,1081.57,1
5,994,1044.3799999999999,1
4,998,1735.18,1
1,504,948.48,1
3,106,339.44,1
1,510,642.02,1
3,533,1100.9,1
3,485,925.35,1
9,2676,5659.9800000000005,1
6,1614,3228.84,1
1,184,247.14000000000001,1
1,261,413.75,1
1,122,498.48,1
5,804,1356.33,1
3,592,1179.89,1
5,1855,3095.04,1
1,216,234.24,1
11,1526,5232.2300000000005,1
4,418,533.33,1
7,770,1461.14,1
3,318,859.35,1
21,2159,4545.89,1
9,1506,2709.7000000000003,1
1,133,312.14,1
9,1197,2429.03,1
4,758,1444.84,1
4,292,834.12,1
3,295,841.0799999999999,1
2,782,375.86,1
1,24,118.80000000000001,1
2,166,287.62,1
2,78,290.16,1
2,1049,2003.85,1
3,772,1405.78,1
2,1816,2949.75,1
5,786,1566.65,1
6,1859,2050.08,1
4,868,1991.01,1
7,921,2043.95,1
9,1746,3827.76,1
4,1131,1777.78,1
1,152,302.0,1
3,618,1324.16,1
4,339,1022.13,1
8,459,954.42,1
2,800,971.74,1
4,815,1621.73,1
1,2,25.5,1
2,693,665.78,1
6,4837,10815.43,1
6,589,885.04,1
1,50,163.29999999999998,1
1,302,248.61,1
8,219,808.62,1
3,372,837.5,1
1,68,116.19999999999999,1
1,154,157.02,1
2,334,606.91,1
1,120,307.46,1
1,80,138.32,1
1,246,345.29999999999995,1
1,130,298.89,1
1,291,259.35,1
5,792,1004.75,1
1,76,157.09,1
5,983,2463.17,1
7,2730,4892.240000000001,1
2,102,425.0,1
7,1224,1139.73,1
1,126,380.5,1
12,5182,10668.47,1
1,302,465.32,1
1,81,579.0,1
2,483,984.57,1
3,212,749.78,1
4,882,1714.59,1
1,82,124.88,1
3,517,1689.5,1
1,104,213.78,1
1,490,329.34,1
2,242,251.70000000000002,1
2,172,319.0,1
3,778,1266.97,1
3,1111,1538.88,1
6,2856,3518.03,1
10,1001,1715.46,1
2,66,293.1,1
7,1501,2467.35,1
1,100,158.68,1
2,78,206.34,1
2,526,835.78,1
1,185,224.91,1
1,480,317.76,1
8,1122,3766.6,1
1,41,59.9,1
4,866,1443.69,1
1,170,306.13,1
3,290,711.79,1
4,683,796.03,1
2,241,239.92000000000002,1
6,1296,3347.31,1
2,200,144.0,1
1,144,203.95,1
7,1328,2474.23,1
2,227,384.40000000000003,1
2,161,444.74,1
7,1167,2095.13,1
7,1254,1699.3000000000002,1
1,112,226.78,1
1,191,1013.01,1
3,357,692.22,1
1,268,342.63,1
6,2850,3563.85,1
4,646,1564.56,1
1,884,384.08,1
1,76,204.24,1
8,1323,2317.2200000000003,1
1,147,226.85,1
7,1176,2781.23,1
6,276,1069.1200000000001,1
1,24,113.5,1
10,958,1960.72,1
1,89,114.23,1
14,1905,3198.25,1
2,288,335.13,1
1,128,354.15,1
2,111,391.79,1
1,406,393.49,1
6,741,939.32,1
8,1532,1906.09,1
2,185,318.76,1
8,1651,3638.41,1
10,1742,3174.32,1
2,203,421.52,1
1,131,190.88,1
1,55,149.89000000000001,1
2,224,550.06,1
6,474,916.13,1
2,105,314.69,1
17,1822,3744.65,1
1,150,382.5,1
2,611,1135.04,1
26,3366,8668.45,1
1,616,954.9,1
1,75,171.45,1
1,106,282.19,1
1,213,318.65,1
2,168,384.52,1
1,110,283.28000000000003,1
2,193,353.86,1
1,43,178.26,1
2,252,272.44,1
2,232,298.41,1
2,141,240.0,1
2,410,603.37,1
5,367,1253.3600000000001,1
1,36,63.440000000000005,1
2,394,562.9,1
3,161,310.64,1
2,159,317.62,1
4,844,763.64,1
4,1778,2148.63,1
1,79,111.97999999999999,1
2,430,1065.3500000000001,1
1,179,246.04,1
1,48,187.82999999999998,1
3,1877,1703.41,1
6,1364,1652.58,1
1,118,153.92,1
7,559,1064.11,1
7,1203,1419.73,1
3,520,944.41,1
2,404,525.24,1
1,72,550.8000000000001,1
9,1140,1875.1100000000001,1
3,294,556.95,1
1,67,131.78,1
2,387,498.42,1
4,678,669.11,1
1,149,197.63,1
5,575,1135.63,1
1,144,250.04,1
19,11491,8631.31,1
1,41,82.75,1
2,1005,1384.85,1
3,372,644.3,1
1,1402,2328.84,1
8,1896,2527.92,1
36,3862,6252.18,1
3,1146,2600.34,1
3,634,1200.6200000000001,1
2,373,700.86,1
7,772,917.67,1
4,844,990.23,1
1,60,96.8,1
2,142,523.11,1
2,120,363.9,1
1,16,175.2,1
1,375,494.25,1
2,315,307.02,1
4,1268,2026.42,1
8,3113,6635.14,1
2,152,243.36,1
11,5967,12353.29,1
3,489,781.36,1
1,56,193.64,1
1,66,160.57,1
4,346,537.74,1
15,1657,2676.56,1
1,216,228.96,1
5,1401,1159.52,1
1,112,110.75,1
4,795,1286.07,1
3,113,587.15,1
2,1200,1740.0,1
1,1006,1393.06,1
1,166,178.22,1
2,153,388.14,1
2,202,365.85,1
1,161,127.86,1
3,335,585.79,1
3,157,488.2,1
2,191,312.23,1
11,2701,4481.18,1
8,4765,4796.52,1
1,150,168.4,1
8,1391,1912.67,1
4,540,446.18,1
3,152,423.89,1
8,749,1342.68,1
4,408,646.92,1
2,85,495.77,1
3,367,400.1,1
2,86,203.2,1
20,2076,4100.92,1
1,663,404.66,1
29,25649,20275.61,1
1,25,65.4,1
1,150,199.29,1
2,88,336.4,1
1,201,261.11,1
6,1902,2686.42,1
2,542,784.11,1
4,1068,1259.56,1
34,7612,31833.68,1
2,480,508.8,1
2,318,451.91,1
1,241,203.86999999999998,1
7,2004,7312.8,1
2,254,696.41,1
3,310,653.38,1
5,1097,2129.96,1
12,700,2598.85,1
1,117,281.62,1
13,32744,31781.82,1
3,726,1031.41,1
3,787,2200.42,1
1,3,32.65,1
2,105,771.85,1
5,616,1214.72,1
3,306,778.94,1
7,738,1258.06,1
2,2100,778.0,1
1,114,507.84,1
7,4302,6893.42,1
2,289,463.46000000000004,1
12,1876,4226.57,1
3,265,598.83,1
6,2253,1979.37,1
2,459,698.41,1
2,407,759.17,1
6,3094,5037.26,1
1,34,100.8,1
28,9474,17256.85,1
3,624,524.9200000000001,1
2,190,265.76,1
1,292,403.3,1
2,207,365.76,1
1,185,303.15999999999997,1
7,1693,2373.82,1
2,90,216.29999999999998,1
1,103,388.45000000000005,1
3,246,186.42000000000002,1
6,1496,2248.56,1
1,504,534.24,1
2,2118,2389.1,1
2,198,120.9,1
2,443,541.53,1
7,1121,2517.86,1
46,69993,194550.79,2
7,1203,1721.4,1
2,219,486.71999999999997,1
4,243,517.53,1
1,66,131.7,1
1,222,249.86,1
5,826,1737.7,1
1,170,316.5,1
2,537,657.3,1
6,236,622.4300000000001,1
3,799,757.46,1
2,227,675.69,1
5,1095,1896.41,1
1,220,289.96000000000004,1
2,306,763.28,1
2,116,137.0,1
5,787,1870.97,1
5,1675,1125.07,1
3,462,710.29,1
1,178,194.37,1
1,338,511.82,1
4,1061,1255.59,1
3,191,414.04,1
1,191,396.87,1
2,428,376.64,1
7,1134,2092.32,1
10,2013,3558.87,1
1,155,374.57,1
2,229,497.56,1
1,79,271.05,1
1,394,272.22,1
1,711,622.88,1
3,17,1138.0,1
2,160,288.6,1
4,376,689.1,1
2,486,558.96,1
9,1664,2997.0299999999997,1
2,556,1145.84,1
1,139,302.2,1
2,359,605.58,1
1,289,387.31,1
8,3534,6115.14,1
1,214,308.48,1
31,64549,91062.38,2
10,2753,2924.9900000000002,1
1,254,513.2,1
1,135,208.65,1
4,243,639.02,1
5,416,768.08,1
1,102,153.94,1
6,1236,1844.02,1
1,365,546.81,1
3,519,723.2099999999999,1
5,1022,1066.15,1
4,872,652.74,1
1,90,145.0,1
1,82,422.70000000000005,1
4,310,1195.8999999999999,1
4,488,939.37,1
